,created_at,Methane,Ethanol,Humidity,Temperature,Quality
120,2022-06-30T21:13:24+00:00,110,110,70,32.4,9.289471297
121,2022-06-30T21:13:42+00:00,105,112,70,32.0,9.272884461
122,2022-06-30T21:13:59+00:00,109,113,70,32.2,9.238367337
123,2022-06-30T21:14:16+00:00,117,114,69,32.2,9.182055716
124,2022-06-30T21:14:33+00:00,117,114,69,32.1,9.106123157
125,2022-06-30T21:14:50+00:00,132,112,70,32.0,9.043324953
126,2022-06-30T21:15:07+00:00,136,112,70,32.2,9.091895191
127,2022-06-30T21:15:24+00:00,138,109,70,32.0,9.122321812
128,2022-06-30T21:15:41+00:00,105,108,70,32.0,9.125793695
129,2022-06-30T21:15:58+00:00,112,107,70,32.1,9.203947623
130,2022-06-30T21:16:15+00:00,138,105,71,32.0,9.279693028
131,2022-06-30T21:16:32+00:00,111,105,71,32.0,9.23926772
132,2022-06-30T21:16:50+00:00,108,107,71,31.8,9.190555739
133,2022-06-30T21:17:07+00:00,123,106,71,32.0,9.270579723
134,2022-06-30T21:17:24+00:00,131,108,71,32.0,9.246529996
135,2022-06-30T21:17:41+00:00,105,105,71,32.0,9.160779407
136,2022-06-30T21:17:58+00:00,112,114,70,32.1,9.199389255
137,2022-06-30T21:18:15+00:00,140,111,71,32.1,9.222819808
138,2022-06-30T21:18:32+00:00,107,107,71,32.1,9.125522718
139,2022-06-30T21:18:49+00:00,124,105,71,32.0,9.0699074
140,2022-06-30T21:19:06+00:00,142,108,70,32.1,9.043715656
141,2022-06-30T21:19:23+00:00,139,109,70,32.2,9.032147843
142,2022-06-30T21:19:41+00:00,154,109,71,32.2,8.989392756
143,2022-06-30T21:19:58+00:00,110,108,71,32.2,9.008792198
144,2022-06-30T21:20:15+00:00,137,109,71,32.1,9.028125657
145,2022-06-30T21:20:32+00:00,131,111,71,32.1,9.208357689
146,2022-06-30T21:20:49+00:00,132,108,71,32.0,9.135567384
147,2022-06-30T21:21:06+00:00,86,109,71,31.8,9.139199427
148,2022-06-30T21:21:23+00:00,142,107,71,31.8,9.134975301
149,2022-06-30T21:21:40+00:00,141,104,71,32.1,9.214330349
150,2022-06-30T21:21:57+00:00,136,108,71,32.2,9.059816407
151,2022-06-30T21:22:14+00:00,101,108,71,32.2,9.137407863
152,2022-06-30T21:22:32+00:00,143,108,71,32.3,9.207723698
153,2022-06-30T21:22:49+00:00,111,107,71,32.0,9.207231927
154,2022-06-30T21:23:06+00:00,107,109,71,31.9,9.092143658
155,2022-06-30T21:23:23+00:00,134,110,70,32.0,9.188037933
156,2022-06-30T21:23:40+00:00,137,118,70,31.8,9.13000051
157,2022-06-30T21:23:57+00:00,103,109,71,31.9,9.06806762
158,2022-06-30T21:24:14+00:00,134,108,71,32.0,9.130904681
159,2022-06-30T21:24:31+00:00,132,108,71,31.9,9.170236185
160,2022-06-30T21:24:48+00:00,111,108,71,32.0,9.077546379
161,2022-06-30T21:25:05+00:00,129,109,71,32.0,9.155825069
162,2022-06-30T21:25:23+00:00,137,111,71,32.0,9.126809061
163,2022-06-30T21:25:40+00:00,104,108,71,32.1,9.037448427
164,2022-06-30T21:26:14+00:00,144,109,70,32.1,9.099156424
165,2022-06-30T21:26:31+00:00,137,118,71,32.0,9.158712337
166,2022-06-30T21:26:48+00:00,105,110,71,32.0,9.084965261
167,2022-06-30T21:27:06+00:00,106,118,71,32.1,9.101805172
168,2022-06-30T21:27:22+00:00,129,112,71,32.1,9.190893825
169,2022-06-30T21:27:39+00:00,134,111,72,32.2,9.118686107
170,2022-06-30T21:27:56+00:00,107,111,71,32.1,9.062780233
171,2022-06-30T21:29:22+00:00,127,117,71,32.1,9.027254871
172,2022-06-30T21:29:39+00:00,138,108,72,32.1,9.044467284
173,2022-06-30T21:29:56+00:00,138,118,72,32.2,9.001840044
174,2022-06-30T21:30:13+00:00,131,107,71,32.2,9.053645008
175,2022-06-30T21:30:30+00:00,116,118,72,32.2,9.107505327
176,2022-06-30T21:30:47+00:00,112,112,71,32.2,9.129928386
177,2022-06-30T21:31:04+00:00,112,112,71,32.2,9.04151626
178,2022-06-30T21:31:22+00:00,140,107,71,32.2,9.069465841
179,2022-06-30T21:31:39+00:00,167,112,72,32.2,8.996425216
180,2022-06-30T21:31:56+00:00,111,112,71,32.5,9.015617412
181,2022-06-30T21:32:13+00:00,141,112,71,32.3,9.014906261
182,2022-06-30T21:32:30+00:00,108,109,71,32.3,9.07041587
183,2022-06-30T21:32:47+00:00,134,113,71,32.2,9.139217205
184,2022-06-30T21:33:21+00:00,145,108,71,32.2,9.168540251
185,2022-06-30T21:33:38+00:00,94,105,71,32.2,9.053019428
186,2022-06-30T21:33:55+00:00,131,109,71,32.2,9.053846786
187,2022-06-30T21:34:13+00:00,147,118,71,32.1,9.028692765
188,2022-06-30T21:34:30+00:00,125,122,70,32.0,8.934607461
189,2022-06-30T21:34:47+00:00,139,124,70,32.0,8.884873375
190,2022-06-30T21:35:04+00:00,112,120,70,32.1,8.941482275
191,2022-06-30T21:35:21+00:00,133,127,70,32.1,8.969487807
192,2022-06-30T21:35:38+00:00,124,117,70,32.1,8.968476976
193,2022-06-30T21:35:55+00:00,116,120,70,32.0,8.891085781
194,2022-06-30T21:36:29+00:00,145,119,70,31.9,8.955867313
195,2022-06-30T21:36:47+00:00,144,119,70,32.0,8.977866306
196,2022-06-30T21:37:04+00:00,111,124,71,32.0,8.919410266
197,2022-06-30T21:37:21+00:00,111,122,70,32.1,9.004810391
198,2022-06-30T21:37:38+00:00,141,119,70,32.1,9.003914953
199,2022-06-30T21:37:55+00:00,111,118,70,32.1,8.940053663
200,2022-06-30T21:38:12+00:00,141,122,70,32.2,8.879339749
201,2022-06-30T21:38:29+00:00,142,119,70,32.1,8.95592808
202,2022-06-30T21:38:46+00:00,136,120,70,32.2,8.864272635
203,2022-06-30T21:39:03+00:00,112,118,70,32.0,8.881449188
204,2022-06-30T21:39:20+00:00,140,125,69,32.0,8.979860823
205,2022-06-30T21:39:55+00:00,129,127,70,32.0,8.979446032
206,2022-06-30T21:40:12+00:00,103,120,70,32.0,8.958579163
207,2022-06-30T21:40:46+00:00,134,122,71,32.0,9.053399974
208,2022-06-30T21:41:03+00:00,118,120,71,32.1,9.088843112
209,2022-06-30T21:41:20+00:00,107,119,71,32.2,9.046795523
210,2022-06-30T21:41:37+00:00,123,118,70,32.2,9.069939026
211,2022-06-30T21:41:54+00:00,118,121,70,32.2,9.097384966
212,2022-06-30T21:42:11+00:00,127,119,71,32.2,9.073716023
213,2022-06-30T21:42:28+00:00,114,113,71,32.2,9.12119056
214,2022-06-30T21:42:46+00:00,116,119,71,32.2,8.979684394
215,2022-06-30T21:43:03+00:00,112,110,72,32.2,8.87314487
216,2022-06-30T21:43:20+00:00,201,110,71,32.3,8.72437828
217,2022-06-30T21:44:13+00:00,179,116,71,32.5,8.598290433
218,2022-06-30T21:46:12+00:00,175,112,71,32.3,8.8
219,2022-06-30T21:46:28+00:00,178,103,71,32.2,8.511648405
220,2022-06-30T21:47:36+00:00,178,101,72,31.9,8.544334759
221,2022-06-30T21:48:28+00:00,177,96,71,32.2,8.557676633
222,2022-06-30T21:48:46+00:00,178,103,71,32.3,8.567404547
223,2022-06-30T21:49:02+00:00,180,101,71,32.3,8.579816686
224,2022-06-30T21:49:36+00:00,177,100,71,32.2,8.520864368
225,2022-06-30T21:50:10+00:00,174,100,70,32.1,8.8
226,2022-06-30T21:52:25+00:00,174,125,70,32.2,8.8
227,2022-06-30T21:53:00+00:00,177,125,70,32.2,8.8
228,2022-06-30T21:53:16+00:00,179,123,70,32.2,8.8
229,2022-06-30T21:53:33+00:00,177,117,70,32.2,8.8
230,2022-06-30T21:53:50+00:00,182,115,70,32.2,8.8
231,2022-06-30T21:54:07+00:00,176,114,69,31.3,8.8
232,2022-06-30T21:55:16+00:00,174,114,70,32.2,8.8
233,2022-06-30T21:55:33+00:00,180,113,70,32.3,8.8
234,2022-06-30T21:56:24+00:00,171,110,69,32.7,8.8
235,2022-06-30T21:56:58+00:00,179,133,70,32.4,8.8
236,2022-06-30T21:57:50+00:00,174,116,70,32.6,8.8
237,2022-06-30T21:58:44+00:00,175,114,70,0.0,8.8
238,2022-06-30T21:59:15+00:00,175,119,70,0.0,8.8
239,2022-06-30T21:59:52+00:00,177,113,69,31.2,8.8
240,2022-06-30T22:00:41+00:00,164,118,69,31.2,8.8
241,2022-06-30T22:01:13+00:00,163,117,70,31.2,8.8
242,2022-06-30T22:02:21+00:00,171,116,70,31.3,8.516149108
243,2022-06-30T22:03:29+00:00,173,111,71,31.3,8.34504938
244,2022-06-30T22:03:47+00:00,170,110,71,31.4,8.221426236
245,2022-06-30T22:04:55+00:00,246,115,70,31.3,8.101006138
246,2022-06-30T22:05:29+00:00,221,110,70,31.3,7.990091196
247,2022-06-30T22:06:03+00:00,220,115,70,31.3,7.84553138
248,2022-06-30T22:06:37+00:00,219,107,70,31.4,7.921753379
249,2022-06-30T22:08:19+00:00,216,116,70,31.5,7.941617565
250,2022-06-30T22:08:53+00:00,215,114,70,31.6,7.953896727
251,2022-06-30T22:11:46+00:00,212,111,70,31.6,7.953810899
252,2022-06-30T22:12:53+00:00,215,115,70,31.5,7.983432685
253,2022-06-30T22:13:29+00:00,210,116,70,31.5,7.855775075
254,2022-06-30T22:18:53+00:00,208,112,70,31.4,8.0
255,2022-07-01T08:08:33+00:00,206,188,71,31.5,8.0
256,2022-07-01T08:08:51+00:00,208,178,71,31.4,8.0
257,2022-07-01T08:09:08+00:00,203,176,71,31.4,8.0
258,2022-07-01T08:09:25+00:00,202,174,71,31.3,8.0
259,2022-07-01T08:09:42+00:00,205,170,71,31.3,8.0
260,2022-07-01T08:09:59+00:00,200,167,70,31.3,8.0
261,2022-07-01T08:10:16+00:00,201,163,70,31.2,8.0
262,2022-07-01T08:10:33+00:00,198,169,70,31.2,8.0
263,2022-07-01T08:10:50+00:00,196,159,70,31.2,8.0
264,2022-07-01T08:11:07+00:00,195,156,70,31.1,8.0
265,2022-07-01T08:11:24+00:00,193,154,70,31.1,8.0
266,2022-07-01T08:11:41+00:00,196,156,70,31.2,8.0
267,2022-07-01T08:11:58+00:00,192,150,70,30.7,8.0
268,2022-07-01T08:12:16+00:00,192,148,69,30.7,7.814893814
269,2022-07-01T08:12:33+00:00,186,152,69,30.7,7.87614359
270,2022-07-01T08:12:50+00:00,183,144,70,30.7,7.879866398
271,2022-07-01T08:13:07+00:00,180,147,70,30.8,7.900069546
272,2022-07-01T08:13:44+00:00,202,139,70,30.9,7.92144586
273,2022-07-01T08:14:15+00:00,196,136,70,30.9,7.908559351
274,2022-07-01T08:14:32+00:00,195,134,70,31.0,7.903249321
275,2022-07-01T08:14:52+00:00,200,132,70,31.1,7.949836482
276,2022-07-01T08:15:24+00:00,192,136,70,31.2,7.984402862
277,2022-07-01T08:15:41+00:00,193,129,70,31.2,8.034535417
278,2022-07-01T08:15:58+00:00,190,128,70,31.3,8.078421095
279,2022-07-01T08:16:16+00:00,190,119,70,31.2,8.126791119
280,2022-07-01T08:16:33+00:00,191,123,69,31.4,8.16574782
281,2022-07-01T08:17:40+00:00,191,117,70,31.5,8.199433893
282,2022-07-01T08:17:58+00:00,190,116,69,30.5,8.211709218
283,2022-07-01T08:29:22+00:00,190,114,71,31.5,8.168271852
284,2022-07-01T08:42:01+00:00,190,114,71,31.7,8.14940357
285,2022-07-01T08:42:17+00:00,196,137,72,31.7,8.134773541
286,2022-07-01T08:42:35+00:00,188,128,72,31.8,8.081123308
287,2022-07-01T08:42:52+00:00,186,126,72,31.8,8.054409097
288,2022-07-01T08:43:09+00:00,188,138,73,31.8,8.105320928
289,2022-07-01T08:43:26+00:00,187,127,73,31.9,8.127838486
290,2022-07-01T08:43:43+00:00,186,126,73,32.0,8.140551491
291,2022-07-01T08:44:00+00:00,186,121,74,32.0,8.175627599
292,2022-07-01T08:44:17+00:00,188,119,74,32.1,8.178006759
293,2022-07-01T08:44:34+00:00,187,124,74,32.0,8.182724019
294,2022-07-01T08:44:51+00:00,187,126,74,32.1,8.17291087
295,2022-07-01T08:45:09+00:00,188,122,74,32.2,8.160618109
296,2022-07-01T08:45:26+00:00,187,124,73,32.2,8.127057888
297,2022-07-01T08:45:43+00:00,186,126,73,32.2,8.152061177
298,2022-07-01T08:46:00+00:00,191,134,73,32.2,8.169611051
299,2022-07-01T08:46:17+00:00,184,119,72,32.2,8.181954804
300,2022-07-01T08:46:34+00:00,185,118,73,32.3,8.201539827
301,2022-07-01T08:46:51+00:00,185,121,73,32.2,8.256168094
302,2022-07-01T08:47:08+00:00,184,120,73,32.3,8.25861982
303,2022-07-01T08:47:25+00:00,184,118,73,32.4,8.248989656
304,2022-07-01T08:47:42+00:00,184,118,72,32.4,8.239431752
305,2022-07-01T08:48:00+00:00,184,123,72,32.4,8.229738681
306,2022-07-01T08:48:17+00:00,185,125,72,32.5,8.212489222
307,2022-07-01T08:48:34+00:00,184,124,72,32.5,8.182873909
308,2022-07-01T08:48:51+00:00,185,124,72,32.5,8.182873909
309,2022-07-01T08:49:08+00:00,190,124,72,32.5,8.161212301
310,2022-07-01T08:49:25+00:00,184,123,72,32.5,8.171225548
311,2022-07-01T08:49:42+00:00,188,131,72,32.4,8.186128403
312,2022-07-01T08:49:59+00:00,185,119,72,32.5,8.2131667
313,2022-07-01T08:50:16+00:00,184,119,72,32.5,8.222976766
314,2022-07-01T08:50:33+00:00,184,119,72,32.5,8.261011389
315,2022-07-01T08:50:50+00:00,184,119,72,32.5,8.265927811
316,2022-07-01T08:51:07+00:00,184,119,72,32.5,8.268371689
317,2022-07-01T08:51:25+00:00,184,118,72,32.5,8.265947752
318,2022-07-01T08:51:42+00:00,184,118,72,32.5,8.263519901
319,2022-07-01T08:51:59+00:00,184,120,72,32.5,8.258672017
320,2022-07-01T08:52:16+00:00,184,120,72,32.5,8.232451366
321,2022-07-01T08:52:33+00:00,184,121,72,32.5,8.227462465
322,2022-07-01T08:52:50+00:00,184,129,72,32.5,8.19832258
323,2022-07-01T08:53:07+00:00,184,120,72,32.5,8.19832258
324,2022-07-01T08:53:24+00:00,188,128,72,32.5,8.200819762
325,2022-07-01T08:53:41+00:00,184,120,72,32.5,8.222431487
326,2022-07-01T08:53:58+00:00,184,120,72,32.6,8.222431487
327,2022-07-01T08:54:16+00:00,184,120,72,32.6,8.236622423
328,2022-07-01T08:54:33+00:00,184,120,72,32.6,8.236622423
329,2022-07-01T08:54:50+00:00,190,120,72,32.6,8.226749424
330,2022-07-01T08:55:07+00:00,184,120,72,32.6,8.226749424
331,2022-07-01T08:55:24+00:00,188,120,72,32.7,8.226749424
332,2022-07-01T08:55:41+00:00,184,120,72,32.7,8.241468222
333,2022-07-01T08:55:58+00:00,184,120,72,32.7,8.243957604
334,2022-07-01T08:56:15+00:00,184,120,72,32.6,8.253759537
335,2022-07-01T08:56:32+00:00,183,120,72,32.5,8.224920869
336,2022-07-01T08:56:49+00:00,184,120,72,32.6,8.22245873
337,2022-07-01T08:57:06+00:00,188,128,73,32.6,8.22245873
338,2022-07-01T08:57:23+00:00,184,121,73,32.7,8.219992517
339,2022-07-01T08:57:41+00:00,184,120,73,32.6,8.220008913
340,2022-07-01T08:57:58+00:00,183,121,73,32.7,8.22747408
341,2022-07-01T08:58:15+00:00,183,121,73,32.7,8.222589091
342,2022-07-01T08:58:32+00:00,184,129,73,32.6,8.208203524
343,2022-07-01T08:58:49+00:00,187,120,73,32.7,8.213194396
344,2022-07-01T08:59:06+00:00,182,128,73,32.7,8.213215453
345,2022-07-01T08:59:23+00:00,182,120,73,32.7,8.225026137
346,2022-07-01T08:59:40+00:00,184,120,73,32.7,8.220161177
347,2022-07-01T08:59:57+00:00,188,120,73,32.5,8.217653385
348,2022-07-01T09:00:32+00:00,189,120,73,32.9,8.220131751
349,2022-07-01T09:00:49+00:00,183,128,73,32.6,8.225131127
350,2022-07-01T09:01:06+00:00,182,119,73,32.7,8.21805792
351,2022-07-01T09:01:23+00:00,182,120,73,32.6,8.21805792
352,2022-07-01T09:01:58+00:00,184,127,73,32.7,8.237304516
353,2022-07-01T09:02:14+00:00,189,120,73,32.6,8.198330036
354,2022-07-01T09:02:31+00:00,182,121,73,32.7,8.193320067
355,2022-07-01T09:02:48+00:00,189,128,73,32.7,8.210259154
356,2022-07-01T09:03:05+00:00,184,120,74,32.6,8.208219995
357,2022-07-01T09:03:40+00:00,184,120,74,32.7,8.186220253
358,2022-07-01T09:03:57+00:00,182,128,74,32.7,8.217943869
359,2022-07-01T09:04:14+00:00,184,128,74,32.6,8.222927608
360,2022-07-01T09:04:31+00:00,184,120,74,32.6,8.210726278
361,2022-07-01T09:04:48+00:00,183,119,74,32.6,8.217569169
362,2022-07-01T09:05:05+00:00,189,120,74,32.6,8.205373575
363,2022-07-01T09:05:22+00:00,187,120,74,32.7,8.195448295
364,2022-07-01T09:05:39+00:00,188,129,74,32.6,8.173670201
365,2022-07-01T09:05:56+00:00,188,120,74,32.7,8.178586434
366,2022-07-01T09:06:13+00:00,183,128,74,32.6,8.176123236
367,2022-07-01T09:06:30+00:00,187,120,74,32.7,8.210155226
368,2022-07-01T09:06:48+00:00,188,120,75,32.6,8.220018176
369,2022-07-01T09:07:05+00:00,183,120,74,32.6,8.226686781
370,2022-07-01T09:07:22+00:00,184,120,75,32.6,8.234115047
371,2022-07-01T09:07:39+00:00,188,120,75,32.6,8.227407571
372,2022-07-01T09:07:56+00:00,184,120,75,34.0,8.200612055
373,2022-07-01T09:08:13+00:00,183,128,75,32.7,8.188405594
374,2022-07-01T09:08:30+00:00,187,127,75,32.6,8.171141297
375,2022-07-01T09:08:47+00:00,183,126,75,32.5,8.163839157
376,2022-07-01T09:09:04+00:00,188,127,75,32.6,8.166236766
377,2022-07-01T09:09:21+00:00,188,119,75,32.6,8.176151517
378,2022-07-01T09:09:39+00:00,183,127,75,32.6,8.191002906
379,2022-07-01T09:09:56+00:00,183,127,75,32.7,8.217850368
380,2022-07-01T09:10:13+00:00,184,119,75,32.8,8.205636583
381,2022-07-01T09:10:30+00:00,184,120,75,32.7,8.210459729
382,2022-07-01T09:10:47+00:00,185,127,75,32.7,8.2124804
383,2022-07-01T09:11:04+00:00,189,119,75,32.7,8.180769747
384,2022-07-01T09:11:21+00:00,189,120,75,32.7,8.180757558
385,2022-07-01T09:11:38+00:00,189,127,75,32.7,8.176079044
386,2022-07-01T09:11:55+00:00,185,119,75,32.7,8.164123639
387,2022-07-01T09:12:12+00:00,185,129,75,32.7,8.164043711
388,2022-07-01T09:12:29+00:00,184,129,76,32.7,8.171446702
389,2022-07-01T09:12:47+00:00,188,121,76,32.7,8.158967903
390,2022-07-01T09:13:04+00:00,192,121,77,32.7,8.168303645
391,2022-07-01T09:13:21+00:00,188,121,76,32.7,8.177313968
392,2022-07-01T09:13:55+00:00,189,121,76,33.2,8.153475604
393,2022-07-01T09:14:29+00:00,188,121,76,32.7,8.158370623
394,2022-07-01T09:14:47+00:00,189,130,76,32.7,8.153424762
395,2022-07-01T09:15:38+00:00,189,122,76,32.8,8.15342739
396,2022-07-01T09:15:55+00:00,189,122,76,33.0,8.148473354
397,2022-07-01T09:16:12+00:00,188,122,76,32.5,8.148473354
398,2022-07-01T09:16:29+00:00,189,122,76,32.7,8.113282869
399,2022-07-01T09:16:46+00:00,189,130,76,32.7,8.098442521
400,2022-07-01T09:17:03+00:00,188,138,76,32.7,8.078491272
