,Methane,Ethanol,Humidity,Temperature,Quality
122,200.0,133.0,95.0,31.5,9.509638976515948
123,197.0,128.0,95.0,31.5,9.618685983565058
124,201.0,136.0,95.0,31.5,9.45682906881645
125,198.0,125.0,95.0,31.6,9.639950149939637
126,198.0,128.0,95.0,31.4,9.602913112902598
127,201.0,134.0,95.0,31.4,9.481520426841142
128,196.0,128.0,95.0,31.5,9.63445885422752
129,197.0,125.0,95.0,31.6,9.655723020602096
130,196.0,127.0,95.0,31.0,9.646804533239864
131,197.0,127.0,95.0,31.5,9.631031662577405
132,195.0,127.0,95.0,31.5,9.662577403902326
133,201.0,134.0,95.0,31.5,9.481520426841142
134,199.0,130.0,95.0,31.6,9.562448884215446
135,197.0,128.0,95.0,31.5,9.618685983565058
136,198.0,128.0,95.0,31.4,9.602913112902598
137,197.0,125.0,95.0,31.5,9.655723020602096
138,200.0,136.0,95.0,31.5,9.47260193947891
139,196.0,128.0,95.0,31.4,9.63445885422752
140,198.0,135.0,95.0,31.3,9.516493359816176
141,194.0,126.0,95.0,31.4,9.69069595357713
142,192.0,128.0,95.0,31.7,9.69755033687736
143,193.0,129.0,95.0,31.4,9.669431787202557
144,193.0,130.0,95.0,31.4,9.65708610819021
145,194.0,128.0,95.0,31.6,9.66600459555244
146,192.0,127.0,95.0,31.5,9.709896015889706
147,198.0,136.0,95.0,31.6,9.504147680803833
148,191.0,128.0,95.0,31.6,9.71332320753982
149,192.0,130.0,95.0,31.5,9.67285897885267
150,192.0,127.0,95.0,31.6,9.709896015889706
151,194.0,135.0,95.0,31.7,9.57958484246602
152,190.0,128.0,95.0,31.5,9.729096078202282
153,193.0,127.0,95.0,31.5,9.694123145227246
154,193.0,130.0,95.0,31.5,9.65708610819021
155,194.0,130.0,95.0,31.5,9.641313237527749
156,193.0,127.0,95.0,31.5,9.694123145227246
157,192.0,129.0,95.0,31.5,9.685204657865016
158,191.0,127.0,95.0,31.7,9.725668886552167
159,191.0,127.0,95.0,31.7,9.725668886552167
160,191.0,131.0,95.0,31.2,9.676286170502785
161,190.0,129.0,95.0,31.7,9.716750399189936
162,191.0,127.0,95.0,31.6,9.725668886552167
163,191.0,127.0,95.0,31.5,9.725668886552167
164,190.0,129.0,95.0,31.7,9.716750399189936
165,191.0,129.0,95.0,31.7,9.700977528527478
166,193.0,137.0,95.0,32.6,9.57066635510379
167,195.0,135.0,95.0,31.6,9.56381197180356
168,190.0,130.0,95.0,31.7,9.70440472017759
169,191.0,129.0,95.0,31.4,9.700977528527478
170,189.0,130.0,95.0,31.5,9.720177590840052
171,189.0,132.0,95.0,31.7,9.69548623281536
172,191.0,131.0,95.0,31.7,9.676286170502785
173,195.0,129.0,95.0,31.5,9.637886045877634
174,195.0,129.0,95.0,31.7,9.637886045877634
175,196.0,130.0,95.0,31.5,9.609767496202828
176,195.0,130.0,95.0,31.7,9.625540366865287
177,197.0,131.0,95.0,31.8,9.58164894652802
178,195.0,129.0,95.0,31.4,9.637886045877634
179,195.0,132.0,95.0,31.5,9.600849008840598
180,195.0,133.0,95.0,31.5,9.588503329828251
181,196.0,133.0,95.0,31.4,9.57273045916579
182,195.0,129.0,95.0,31.5,9.637886045877634
183,195.0,132.0,95.0,31.7,9.600849008840598
184,196.0,132.0,95.0,31.6,9.585076138178136
185,195.0,131.0,95.0,31.8,9.613194687852944
186,196.0,129.0,95.0,31.7,9.622113175215173
187,200.0,140.0,95.0,31.6,9.423219223429529
188,197.0,131.0,95.0,31.6,9.58164894652802
189,197.0,134.0,95.0,31.5,9.544611909490984
190,197.0,131.0,95.0,31.7,9.58164894652802
191,199.0,130.0,95.0,31.4,9.562448884215446
192,199.0,131.0,95.0,31.5,9.5501032052031
193,197.0,133.0,95.0,31.6,9.55695758850333
194,198.0,134.0,95.0,31.7,9.528839038828522
195,197.0,135.0,95.0,31.5,9.53226623047864
196,198.0,131.0,95.0,31.6,9.56587607586556
197,198.0,142.0,95.0,31.9,9.430073606729758
198,195.0,134.0,95.0,31.7,9.576157650815905
199,194.0,132.0,95.0,31.6,9.616621879503056
200,196.0,134.0,95.0,31.6,9.560384780153443
201,195.0,142.0,95.0,31.5,9.47739221871714
202,199.0,141.0,95.0,31.7,9.426646415079642
203,200.0,132.0,95.0,31.7,9.521984655528296
204,193.0,131.0,95.0,31.6,9.644740429177862
205,194.0,133.0,95.0,31.6,9.60427620049071
206,193.0,131.0,95.0,31.7,9.644740429177862
207,196.0,131.0,95.0,31.6,9.59742181719048
208,192.0,134.0,95.0,30.2,9.623476262803289
209,193.0,140.0,95.0,31.7,9.533629318066753
210,197.0,135.0,95.0,31.3,9.53226623047864
211,194.0,135.0,95.0,31.7,9.57958484246602
212,193.0,131.0,95.0,31.5,9.644740429177862
213,191.0,131.0,95.0,31.5,9.676286170502785
214,192.0,132.0,95.0,31.6,9.648167620827978
215,192.0,133.0,95.0,31.6,9.635821941815632
216,192.0,131.0,95.0,31.5,9.660513299840323
217,193.0,134.0,95.0,31.6,9.607703392140824
218,192.0,136.0,95.0,31.7,9.598784904778595
219,191.0,133.0,95.0,31.6,9.651594812478091
220,191.0,143.0,95.0,31.6,9.528138022354636
221,190.0,135.0,95.0,31.7,9.64267632511586
222,197.0,131.0,95.0,31.5,9.58164894652802
223,192.0,133.0,95.0,31.7,9.635821941815632
224,191.0,135.0,95.0,31.5,9.626903454453402
225,191.0,131.0,95.0,31.7,9.676286170502785
226,192.0,133.0,95.0,31.7,9.635821941815632
227,189.0,135.0,95.0,31.6,9.658449195778324
228,190.0,133.0,95.0,31.6,9.667367683140554
229,191.0,135.0,95.0,31.3,9.626903454453402
230,192.0,133.0,95.0,31.7,9.635821941815632
231,191.0,134.0,95.0,31.5,9.639249133465748
232,191.0,133.0,95.0,31.7,9.651594812478091
233,192.0,141.0,95.0,31.6,9.537056509716868
234,191.0,141.0,95.0,31.5,9.552829380379327
235,192.0,142.0,95.0,31.7,9.52471083070452
236,192.0,142.0,95.0,31.5,9.52471083070452
237,192.0,139.0,95.0,31.5,9.56174786774156
238,192.0,139.0,95.0,31.5,9.56174786774156
239,191.0,133.0,95.0,31.4,9.651594812478091
240,190.0,141.0,95.0,31.7,9.568602251041789
241,190.0,133.0,95.0,31.5,9.667367683140554
242,192.0,135.0,95.0,31.7,9.611130583790942
243,189.0,133.0,95.0,31.5,9.683140553803014
244,188.0,141.0,95.0,31.5,9.60014799236671
245,188.0,141.0,95.0,31.4,9.60014799236671
246,192.0,143.0,95.0,31.5,9.512365151692176
247,192.0,133.0,95.0,31.6,9.635821941815632
248,193.0,142.0,95.0,32.9,9.50893796004206
249,189.0,136.0,95.0,31.6,9.646103516765978
250,196.0,141.0,95.0,31.7,9.473965027067026
251,188.0,135.0,95.0,31.6,9.674222066440784
252,194.0,142.0,95.0,31.7,9.4931650893796
253,191.0,135.0,95.0,31.6,9.626903454453402
254,192.0,134.0,95.0,31.5,9.623476262803289
255,188.0,141.0,95.0,31.5,9.60014799236671
256,189.0,138.0,95.0,31.6,9.621412158741286
257,193.0,142.0,95.0,31.6,9.50893796004206
258,187.0,135.0,95.0,31.6,9.689994937103243
259,194.0,143.0,95.0,31.6,9.480819410367255
260,188.0,136.0,95.0,31.5,9.66187638742844
261,193.0,135.0,95.0,31.7,9.59535771312848
262,190.0,138.0,95.0,31.5,9.605639288078825
263,190.0,138.0,95.0,31.7,9.605639288078825
264,189.0,136.0,95.0,31.6,9.646103516765978
265,189.0,142.0,95.0,31.6,9.572029442691903
266,188.0,138.0,95.0,31.8,9.637185029403746
267,193.0,136.0,95.0,31.5,9.583012034116136
268,191.0,136.0,95.0,31.5,9.614557775441057
269,190.0,133.0,95.0,31.6,9.667367683140554
270,190.0,136.0,95.0,31.5,9.630330646103518
271,192.0,136.0,95.0,31.5,9.598784904778595
272,191.0,144.0,95.0,31.4,9.51579234334229
273,191.0,135.0,95.0,31.5,9.626903454453402
274,195.0,136.0,95.0,31.6,9.551466292791217
275,193.0,143.0,95.0,31.5,9.496592281029717
276,192.0,136.0,95.0,31.6,9.598784904778595
277,195.0,136.0,95.0,31.6,9.551466292791217
278,194.0,136.0,95.0,30.5,9.567239163453674
279,192.0,135.0,95.0,31.6,9.611130583790942
280,194.0,135.0,95.0,31.7,9.57958484246602
281,195.0,136.0,95.0,32.4,9.551466292791217
282,193.0,138.0,95.0,31.6,9.558320676091444
283,193.0,135.0,95.0,31.5,9.59535771312848
284,193.0,136.0,95.0,31.5,9.583012034116136
285,193.0,144.0,95.0,31.5,9.48424660201737
286,194.0,143.0,95.0,31.6,9.480819410367255
287,193.0,139.0,95.0,31.5,9.5459749970791
288,200.0,139.0,95.0,31.7,9.435564902441874
289,194.0,139.0,95.0,31.5,9.530202126416638
290,193.0,139.0,95.0,31.5,9.5459749970791
291,194.0,144.0,95.0,31.6,9.468473731354909
292,194.0,137.0,95.0,31.6,9.55489348444133
293,198.0,135.0,95.0,31.3,9.516493359816176
294,196.0,136.0,95.0,31.4,9.535693422128752
295,193.0,147.0,95.0,31.5,9.447209564980332
296,192.0,144.0,95.0,31.6,9.500019472679831
297,197.0,139.0,95.0,31.5,9.482883514429258
298,197.0,139.0,95.0,31.5,9.482883514429258
299,195.0,137.0,95.0,31.5,9.539120613778868
300,196.0,135.0,95.0,31.7,9.5480391011411
301,195.0,138.0,95.0,31.5,9.526774934766522
302,196.0,136.0,95.0,31.7,9.535693422128752
303,197.0,139.0,95.0,31.6,9.482883514429258
304,198.0,135.0,95.0,31.6,9.516493359816176
305,198.0,139.0,95.0,31.6,9.467110643766794
306,198.0,137.0,95.0,31.6,9.491802001791486
307,196.0,139.0,95.0,31.6,9.498656385091715
308,196.0,138.0,95.0,31.6,9.511002064104062
309,197.0,145.0,95.0,31.6,9.40880944035518
310,195.0,137.0,95.0,31.5,9.539120613778868
311,198.0,137.0,95.0,31.5,9.491802001791486
312,195.0,148.0,95.0,31.6,9.403318144643066
313,197.0,139.0,95.0,31.5,9.482883514429258
314,199.0,144.0,95.0,31.5,9.389609378042604
315,195.0,148.0,95.0,31.4,9.403318144643066
316,198.0,140.0,95.0,31.6,9.45476496475445
317,198.0,139.0,95.0,31.5,9.467110643766794
318,195.0,137.0,95.0,31.5,9.539120613778868
319,195.0,140.0,95.0,31.5,9.502083576741832
320,196.0,140.0,95.0,31.7,9.48631070607937
321,196.0,140.0,95.0,31.5,9.48631070607937
322,195.0,140.0,95.0,31.4,9.502083576741832
323,195.0,139.0,95.0,31.5,9.514429255754177
324,195.0,137.0,95.0,31.5,9.539120613778868
325,194.0,141.0,95.0,31.5,9.505510768391948
326,195.0,142.0,95.0,31.6,9.47739221871714
327,195.0,140.0,95.0,31.7,9.502083576741832
328,197.0,135.0,95.0,31.7,9.53226623047864
329,197.0,142.0,95.0,31.5,9.44584647739222
330,196.0,140.0,95.0,31.7,9.48631070607937
331,195.0,140.0,95.0,31.5,9.502083576741832
332,195.0,139.0,95.0,31.5,9.514429255754177
333,195.0,139.0,95.0,31.6,9.514429255754177
334,197.0,138.0,95.0,31.7,9.4952291934416
335,196.0,148.0,95.0,31.6,9.387545273980605
336,197.0,142.0,95.0,31.5,9.44584647739222
337,199.0,142.0,95.0,31.6,9.4143007360673
338,197.0,141.0,95.0,31.6,9.458192156404564
339,197.0,147.0,95.0,31.3,9.38411808233049
340,197.0,137.0,95.0,31.6,9.507574872453947
341,199.0,142.0,95.0,30.5,9.4143007360673
342,196.0,142.0,95.0,31.6,9.46161934805468
343,197.0,139.0,95.0,31.3,9.482883514429258
344,199.0,140.0,95.0,31.3,9.43899209409199
345,197.0,148.0,95.0,31.5,9.371772403318143
346,199.0,139.0,95.0,31.5,9.451337773104337
347,201.0,143.0,95.0,31.4,9.370409315730033
348,198.0,139.0,95.0,31.6,9.467110643766794
349,200.0,142.0,95.0,31.2,9.398527865404835
350,198.0,139.0,95.0,31.3,9.467110643766794
351,197.0,142.0,95.0,31.4,9.44584647739222
352,196.0,139.0,95.0,31.5,9.498656385091715
353,197.0,142.0,95.0,31.6,9.44584647739222
354,197.0,139.0,95.0,31.7,9.482883514429258
355,199.0,140.0,95.0,31.6,9.43899209409199
356,197.0,141.0,95.0,31.5,9.458192156404564
357,198.0,150.0,95.0,31.5,9.331308174630992
358,199.0,141.0,95.0,31.5,9.426646415079642
359,196.0,147.0,95.0,31.4,9.399890952992951
360,200.0,140.0,95.0,31.3,9.423219223429529
361,197.0,149.0,95.0,31.5,9.359426724305798
362,199.0,143.0,95.0,31.5,9.401955057054952
363,197.0,146.0,95.0,31.4,9.396463761342837
364,199.0,140.0,95.0,31.6,9.43899209409199
365,195.0,140.0,95.0,31.4,9.502083576741832
366,197.0,139.0,95.0,31.5,9.482883514429258
367,196.0,141.0,95.0,31.2,9.473965027067026
368,196.0,150.0,95.0,31.8,9.362853915955917
369,199.0,148.0,95.0,31.4,9.340226661993222
370,200.0,142.0,95.0,31.2,9.398527865404835
371,195.0,142.0,95.0,31.4,9.47739221871714
372,195.0,141.0,95.0,31.5,9.489737897729484
373,197.0,148.0,95.0,31.4,9.371772403318143
374,199.0,139.0,95.0,31.4,9.451337773104337
375,195.0,142.0,95.0,31.3,9.47739221871714
376,195.0,142.0,95.0,31.6,9.47739221871714
377,198.0,139.0,95.0,31.5,9.467110643766794
378,196.0,141.0,95.0,31.7,9.473965027067026
379,196.0,143.0,95.0,31.4,9.449273669042334
380,197.0,142.0,95.0,31.5,9.44584647739222
381,196.0,142.0,95.0,31.2,9.46161934805468
382,195.0,147.0,95.0,31.4,9.41566382365541
383,199.0,139.0,95.0,31.5,9.451337773104337
384,195.0,143.0,95.0,31.4,9.465046539704794
385,198.0,142.0,95.0,31.6,9.430073606729758
386,200.0,141.0,95.0,31.5,9.410873544417182
387,197.0,142.0,95.0,31.6,9.44584647739222
388,197.0,143.0,95.0,31.6,9.433500798379873
389,198.0,142.0,95.0,31.6,9.430073606729758
390,198.0,141.0,95.0,31.3,9.442419285742105
391,198.0,149.0,95.0,31.4,9.34365385364334
392,202.0,143.0,95.0,31.7,9.35463644506757
393,197.0,151.0,95.0,31.5,9.334735366281109
394,200.0,143.0,95.0,31.2,9.38618218639249
395,197.0,141.0,95.0,31.4,9.458192156404564
396,199.0,143.0,95.0,31.4,9.401955057054952
397,198.0,151.0,95.0,31.4,9.318962495618647
398,201.0,141.0,95.0,31.5,9.395100673754722
399,198.0,143.0,95.0,31.5,9.417727927717412
400,201.0,144.0,95.0,31.5,9.358063636717684
401,200.0,141.0,95.0,31.5,9.410873544417182
402,199.0,141.0,95.0,31.5,9.426646415079642
403,198.0,141.0,95.0,31.5,9.442419285742105
404,197.0,142.0,95.0,31.3,9.44584647739222
405,200.0,142.0,95.0,31.4,9.398527865404835
406,197.0,142.0,95.0,31.6,9.44584647739222
407,200.0,143.0,95.0,31.5,9.38618218639249
408,198.0,143.0,95.0,31.4,9.417727927717412
409,200.0,141.0,95.0,31.4,9.410873544417182
410,200.0,142.0,95.0,31.4,9.398527865404835
411,200.0,142.0,95.0,31.5,9.398527865404835
412,198.0,143.0,95.0,31.3,9.417727927717412
413,199.0,144.0,95.0,31.4,9.389609378042604
414,199.0,145.0,95.0,31.5,9.37726369903026
415,199.0,143.0,95.0,31.3,9.401955057054952
416,200.0,143.0,95.0,31.7,9.38618218639249
417,200.0,152.0,95.0,31.5,9.27507107528138
418,200.0,143.0,95.0,31.4,9.38618218639249
419,203.0,141.0,95.0,31.3,9.3635549324298
420,198.0,144.0,95.0,31.5,9.405382248705068
421,199.0,141.0,95.0,31.5,9.426646415079642
422,199.0,146.0,95.0,31.3,9.364918020017916
423,198.0,144.0,95.0,31.3,9.405382248705068
424,200.0,144.0,95.0,31.4,9.373836507380146
425,199.0,146.0,95.0,31.5,9.364918020017916
426,200.0,153.0,95.0,31.6,9.262725396269031
427,199.0,143.0,95.0,31.3,9.401955057054952
428,201.0,144.0,95.0,31.2,9.358063636717684
429,200.0,144.0,95.0,31.5,9.373836507380146
430,198.0,147.0,95.0,31.4,9.36834521166803
431,199.0,154.0,95.0,31.2,9.26615258791915
432,197.0,144.0,95.0,31.5,9.421155119367528
433,201.0,154.0,95.0,31.5,9.234606846594229
434,198.0,144.0,95.0,31.2,9.405382248705068
435,201.0,144.0,95.0,31.4,9.358063636717684
436,199.0,143.0,95.0,31.5,9.401955057054952
437,199.0,146.0,95.0,31.5,9.364918020017916
438,197.0,144.0,95.0,31.4,9.421155119367528
439,198.0,155.0,95.0,31.5,9.269579779569264
440,199.0,146.0,95.0,31.4,9.364918020017916
441,194.0,147.0,95.0,31.2,9.431436694317872
442,197.0,144.0,95.0,31.5,9.421155119367528
443,197.0,144.0,95.0,31.7,9.421155119367528
444,198.0,144.0,95.0,31.5,9.405382248705068
445,198.0,154.0,95.0,31.5,9.281925458581613
446,201.0,144.0,95.0,31.3,9.358063636717684
447,197.0,144.0,95.0,31.3,9.421155119367528
448,198.0,144.0,95.0,31.3,9.405382248705068
449,200.0,145.0,95.0,31.5,9.3614908283678
450,199.0,147.0,95.0,31.3,9.352572341005567
451,198.0,143.0,95.0,31.4,9.417727927717412
452,200.0,145.0,95.0,31.2,9.3614908283678
453,199.0,144.0,95.0,31.4,9.389609378042604
454,199.0,155.0,95.0,31.4,9.253806908906803
455,199.0,152.0,95.0,31.3,9.29084394594384
456,201.0,143.0,95.0,31.2,9.370409315730033
457,199.0,144.0,95.0,31.2,9.389609378042604
458,197.0,145.0,95.0,31.3,9.40880944035518
459,198.0,145.0,95.0,31.5,9.393036569692722
460,200.0,144.0,95.0,31.5,9.373836507380146
461,198.0,148.0,95.0,31.5,9.355999532655684
462,197.0,155.0,95.0,31.5,9.285352650231726
463,198.0,145.0,95.0,31.3,9.393036569692722
464,200.0,152.0,95.0,31.5,9.27507107528138
465,202.0,154.0,95.0,31.4,9.21883397593177
466,201.0,153.0,95.0,31.5,9.246952525606574
467,200.0,154.0,95.0,31.5,9.250379717256688
468,202.0,147.0,95.0,31.3,9.305253729018188
469,198.0,145.0,95.0,31.3,9.393036569692722
470,198.0,147.0,95.0,31.2,9.36834521166803
471,199.0,144.0,95.0,31.4,9.389609378042604
472,198.0,151.0,95.0,31.4,9.318962495618647
473,200.0,148.0,95.0,31.4,9.324453791330765
474,200.0,147.0,95.0,31.3,9.33679947034311
475,197.0,156.0,95.0,31.8,9.27300697121938
476,197.0,153.0,95.0,31.2,9.310044008256416
477,192.0,147.0,95.0,31.5,9.462982435642791
478,193.0,148.0,95.0,31.3,9.434863885967989
479,194.0,153.0,95.0,31.3,9.357362620243798
480,196.0,153.0,95.0,31.3,9.325816878918875
481,192.0,149.0,95.0,31.3,9.438291077618102
482,190.0,156.0,95.0,31.2,9.383417065856603
483,194.0,148.0,95.0,31.5,9.419091015305526
484,196.0,153.0,95.0,31.2,9.325816878918875
485,192.0,147.0,95.0,31.3,9.462982435642791
486,194.0,145.0,95.0,31.2,9.456128052342564
487,194.0,145.0,95.0,31.5,9.456128052342564
488,197.0,151.0,95.0,31.4,9.334735366281109
489,197.0,157.0,95.0,31.2,9.260661292207033
490,197.0,153.0,95.0,31.4,9.310044008256416
491,195.0,146.0,95.0,31.2,9.428009502667758
492,196.0,145.0,95.0,31.4,9.42458231101764
493,195.0,149.0,95.0,31.2,9.39097246563072
494,195.0,149.0,95.0,31.3,9.39097246563072
495,195.0,148.0,95.0,31.3,9.403318144643066
496,195.0,148.0,95.0,31.2,9.403318144643066
497,198.0,156.0,95.0,31.3,9.25723410055692
498,197.0,145.0,95.0,31.4,9.40880944035518
499,202.0,153.0,95.0,31.2,9.231179654944112
500,196.0,145.0,95.0,31.3,9.42458231101764
501,197.0,147.0,95.0,31.2,9.38411808233049
502,197.0,154.0,95.0,31.2,9.29769832924407
503,198.0,147.0,95.0,31.3,9.36834521166803
504,197.0,148.0,95.0,31.3,9.371772403318143
505,199.0,148.0,95.0,31.3,9.340226661993222
506,200.0,146.0,95.0,31.5,9.349145149355454
507,200.0,149.0,95.0,31.3,9.312108112318418
508,199.0,147.0,95.0,31.5,9.352572341005567
509,203.0,150.0,95.0,31.3,9.252443821318687
510,200.0,153.0,95.0,31.3,9.262725396269031
511,199.0,150.0,95.0,31.4,9.315535303968533
512,200.0,150.0,95.0,31.3,9.299762433306071
513,200.0,147.0,95.0,31.2,9.33679947034311
514,199.0,147.0,95.0,31.3,9.352572341005567
515,199.0,147.0,95.0,31.4,9.352572341005567
516,200.0,150.0,95.0,31.3,9.299762433306071
517,199.0,151.0,95.0,31.3,9.303189624956186
518,203.0,147.0,95.0,31.5,9.289480858355727
519,203.0,154.0,95.0,31.3,9.203061105269306
520,201.0,154.0,95.0,31.3,9.234606846594229
521,200.0,147.0,95.0,31.4,9.33679947034311
522,199.0,147.0,95.0,31.4,9.352572341005567
523,201.0,150.0,95.0,31.3,9.283989562643612
524,200.0,155.0,95.0,31.3,9.238034038244344
525,197.0,147.0,95.0,31.2,9.38411808233049
526,200.0,150.0,95.0,31.4,9.299762433306071
527,200.0,150.0,95.0,31.5,9.299762433306071
528,199.0,150.0,95.0,31.2,9.315535303968533
529,199.0,147.0,95.0,31.4,9.352572341005567
530,199.0,150.0,95.0,31.4,9.315535303968533
531,198.0,148.0,95.0,31.4,9.355999532655684
532,197.0,147.0,95.0,31.2,9.38411808233049
533,196.0,148.0,95.0,31.2,9.387545273980605
534,196.0,150.0,95.0,31.3,9.362853915955917
535,196.0,149.0,95.0,31.2,9.37519959496826
